smiles_harmonized,BileAcid_delta_count,has_primaryAmine,has_secondaryAmine,has_carboxylicAcid,has_alcohol,has_phenol,has_alkene,has_thiol,has_ester,has_phosphate,has_ketone,has_aldehyde,data_source_is,synonyms,mf,monomass,inchikey,csv_file_name,dbid_Broad,dbid_chembl,dbid_FoodDB,dbid_CyanoMetDB,dbid_drugbank,dbid_drugCentral,dbid_HMDB,dbid_PolyphenolDBc,dbid_PolyphenolDBm,dbid_PubChem,dbid_PubChemLite,dbid_NORMAN,dbid_T3DB,delta_mass_for_BAs,commercially_available
CC1=NS(=O)(=O)c2cccnc2N1C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","3,4-Dimethyl-4H-pyrido[2,3-e][1,2,4]thiadiazine 1,1-dioxide",C8H9N3O2S,211.042,OPIHSEIJVQHIOX-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,116789,116789,,,193.03144,True
O=P1(N(CCCl)CCCl)NCCCCO1,,0,1,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","2-(Bis(2-chloroethyl)amino)hexahydro-1,3,2-oxazaphosphepine 2-oxide, BRN 0013639",C8H17Cl2N2O2P,274.04,VTLAANPLIFGAFQ-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,116871,116871,,,256.02944,True
CCCCCC(CO)CO,,0,0,0,2,0,0,0,0,0,0,0,"PubChem, PubChem Lite","2-Pentylpropane-1,3-diol, 2-pentylpropane-1,3-diol",C8H18O2,146.131,RHYUFGNCUXTFTC-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,117509,117509,,,128.12044,True
CC(C)(C)C(C)(CO)CO,,0,0,0,2,0,0,0,0,0,0,0,"PubChem, PubChem Lite","2-tert-Butyl-2-methyl-1,3-propanediol",C8H18O2,146.131,UMBQWJHNUSDWMU-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,117513,117513,,,128.12044,True
CCOP(=O)(OP(=O)(OCC)N(C)C)N(C)C,4.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Diethyl di(dimethylamido)pyrophosphate (symmetrical), Compound 6499",C8H22N2O5P2,288.1,IZTQPCTXSWRFSB-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,119991,119991,,,270.08944,True
CN1C(=O)Cc2ccccc2S1(=O)=O,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","2-Methyl-2H-1,2-benzothiazin-3(4H)-one 1,1-dioxide",C9H9NO3S,211.03,GGPCERYTJXDGOH-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,120151,120151,,,193.01944,True
CCCNC(=O)CNc1ccccc1OCC,,0,1,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Acetamide, 2-o-phenetidino-N-propyl-, FC 439",C13H20N2O2,236.152,GZNFWIXULGDDMB-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,120347,120347,,,218.14144,True
C[P+](C)(C)C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite, NORMAN","Tetramethylphosphonium iodide, Tetramethylphosphonium bromide, Tetramethylphosphonium chloride",C4H12IP,217.972,TVVPMLFGPYQGTG-UHFFFAOYSA-M,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,,,,,,,,"120511, 357594, 16211846",120512,NS00042633,,199.96144,True
CC[N+](CC)(CC)CCCCCCCCCC[N+](CC)(CC)CC,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","1,10-Decanediaminium, N,N,N,N',N',N'-hexaethyl-, diiodide, Decamethylenebis(triethylammonium iodide)",C22H50I2N2,596.206,GVYNFBWUCVAWID-UHFFFAOYSA-L,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,121181,121182,,,578.19544,True
CC(C)(C)OC(=O)c1ccccc1C(=O)OC(C)(C)C,,0,0,0,0,0,0,0,2,0,0,0,"PubChem, PubChem Lite, NORMAN",Di-tert-butyl phthalate,C16H22O4,278.152,RYCNBIYTZSGSPI-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,,,,,,,,121712,121712,NS00020632,,260.14144,True
C=CCOC(=O)c1cnccn1,,0,0,0,0,0,1,0,1,0,0,0,"PubChem, PubChem Lite",Allyl pyrazinoate,C8H8N2O2,164.059,PMUVYSFTPNYAAQ-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,122711,122711,,,146.04844,True
CCCCOP(=O)(Cc1ccccc1)OCCCC,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",Benzylphosphonic acid dibutyl ester,C15H25O3P,284.154,ARIYRPOBFJRCEU-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,123200,123200,,,266.14344,True
CSC1=NCCCC1,404.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Pyridine, 2,3,4,5-tetrahydro-6-(methylthio)-, 2,3,4,5-Tetrahydro-6-(methylthio)pyridine",C6H11NS,129.061,PKUXMLFNGATWSD-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,123386,123386,,,111.05044,True
C[n+]1ccccc1CC[N+](C)(C)C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","1-Methyl-2-(2-(trimethylammonio)ethyl)pyridinium diiodide, 2-(beta-Dimethylaminoethyl)pyridine dimethiodide",C11H20I2N2,433.972,ITSSWBLWEGIADA-UHFFFAOYSA-L,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,134624,134625,,,415.96144,True
CCN(CC)C(=O)NC,33.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","N,N-Diethyl-N'-methylurea, 1,1-Diethyl-3-methylurea",C6H14N2O,130.111,CSAUXMDYLYBUNJ-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,135031,135031,,,112.10044,True
B1NBNBN1,,0,3,0,0,0,0,0,0,0,0,0,PubChem,Borazine,B3H6N3,81.0841,BGECDVWSWDRFSP-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv",,,,,,,,,,138768,,,,63.07354,True
Cc1cncn1C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","1,5-Dimethylimidazole",C5H8N2,96.0687,HQNBJNDMPLEUDS-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,139158,139158,,,78.05814,True
CCCN(CCC)C(=O)C1CCCCC1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","N,N-Dipropylcyclohexanecarboxamide",C13H25NO,211.194,ZUDNLMHWFHBFNC-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,152793,152793,,,193.18344,True
CCCCCCCCCCOC(=O)C[N+](C)(C)CCSCC[N+](C)(C)CC(=O)OCCCCCCCCCC,,0,0,0,0,0,0,0,2,0,0,0,"PubChem, PubChem Lite",Thionium,C32H66Cl2N2O4S,644.412,MWDNZMWVENFVHT-UHFFFAOYSA-L,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,156859,156860,,,626.40144,True
CN1C(=O)CCCC1=O,685.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","1-Methylpiperidine-2,6-dione, 1-methylpiperidine-2,6-dione",C6H9NO2,127.063,VUYOLIKWIVQHBC-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,161476,161476,,,109.05244,True
C[Sn](C)(Br)Br,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",Dimethyltin dibromide,C2H6Br2Sn,309.784,DOHQOGRRQASQAR-UHFFFAOYSA-L,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,165027,165027,,,291.77344,True
CN(C)C(=O)CCCCCCCCC(=O)N(C)C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",Tetramethylsebacamide,C14H28N2O2,256.215,JMUQDPZSXKUXTI-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,166804,166804,,,238.20444,True
CCCCCCCCCCOCCOCCOCCOCCOCCO,,0,0,0,1,0,0,0,0,0,0,0,"PubChem, PubChem Lite","3,6,9,12,15-Pentaoxapentacosan-1-ol, N-decylpentaoxyethylene",C20H42O6,378.298,QAXPOSPGRHYIHE-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,168092,168092,,,360.28744,True
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,,0,0,0,1,0,0,0,0,0,0,0,"PubChem, PubChem Lite, NORMAN","3,6,9,12,15,18,21,24-Octaoxatetratriacontan-1-ol, Octaethylene glycol monodecyl ether",C26H54O9,510.377,UJMHIOBAHVUDGS-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,,,,,,,,168163,168163,NS00021910,,492.36644,True
CN(C)C(=O)CCCCCCC(=O)N(C)C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Tetramethylsuberamide, n,n,n',n'-tetramethyloctanediamide",C12H24N2O2,228.184,OLJJVAJUHCXYHL-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,168692,168692,,,210.17344,True
CN(C)C(=O)CCCCCC(=O)N(C)C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",Tetramethylpimelamide,C11H22N2O2,214.168,ASHMSZXXFLPXSY-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,169625,169625,,,196.15744,True
CCCCCCOCCOCCOCCOCCOCCO,412.0,0,0,0,1,0,0,0,0,0,0,0,"PubChem, PubChem Lite","3,6,9,12,15-Pentaoxaheneicosan-1-ol, N-HEXYLPENTAOXYETHYLENE",C16H34O6,322.236,SCRHZMGASXVJSJ-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,174564,174564,,,304.22544,True
CCCCCCCCCn1ccnc1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",1-Nonylimidazole,C12H22N2,194.178,KCWDRMKPLNYFEA-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,193906,193906,,,176.16744,True
Cc1ccc2ccccc2[n+]1C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, NORMAN","1,2-Dimethylquinolinium methyl sulphate, 1,2-Dimethylquinolinium iodide, 1,2-dimethylquinolinium methyl sulphate",C12H15NO4S,269.072,DYPVVNINWYTKOK-UHFFFAOYSA-M,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, susdat_2022-01-18-104316.csv",,,,,,,,,,"197744, 2750445",,NS00045842,,251.06144,True
Cc1nn(C)c2c1NCc1ccccc1O2,,0,1,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","4,5-Dihydro-1,3-dimethyl-1,H-pyrazolo-(3,4-b)(1,4)-benzoxazepine, UNII-75176RT36J",C12H14ClN3O,251.083,LQIWITKKFTZURO-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,198139,198140,,,233.07244,True
CC(C)(C)C(=O)OCc1ccccn1,,0,0,0,0,0,0,0,1,0,0,0,"PubChem, PubChem Lite","Propionic acid, 2,2-dimethyl-, 2-pyridylmethyl ester, F 1217",C11H15NO2,193.11,NOJLBQFOLJCBDO-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,198257,198257,,,175.09944,True
CCCCCCCCCCCCCCCCCC[N+](CC)(CC)CC,45.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite, NORMAN","(N-Octadecyl)triethylammonium iodide, Triethyloctadecylammonium iodide, Triethyloctadecylammonium bromide",C24H52IN,481.314,GZQKZOGDSHDNDZ-UHFFFAOYSA-M,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,,,,,,,,199321,199322,NS00046766,,463.30344,True
CCC12COC(OC1)OC2,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","4-Ethyl-2,6,7-trioxabicyclo[2.2.2]octane, 4-ethyl-2,6,7-trioxabicyclo[2.2.2]octane",C7H12O3,144.079,IGRGZFDQPRQUMK-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,199429,199429,,,126.06844,True
CC(C)S(=O)(=O)c1ccccc1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Phenyl isopropyl sulfone, (propane-2-sulfonyl)benzene",C9H12O2S,184.056,IJTSQCOXRMHSCS-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,199476,199476,,,166.04544,True
CC[P+](CC)(CC)CC,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Tetraethylphosphonium iodide, Tetraethylphosphonium triiodide, Tetraethylphosphonium hexafluorophosphate, Tetraethylphosphonium bromide, Tetraethylphosphonium tetrafluoroborate, Tetraethylphosphonium chloride",C8H20IP,274.035,WKSYTZHMRBAPAO-UHFFFAOYSA-M,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,"199508, 3056486, 2760564, 9859378, 16218631, 21863291",199509,,,256.02444,True
Cc1ccccc1C(=O)NCC(=O)N(C)C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","o-Toluamide, N-((dimethylcarbamoyl)methyl)-, BRN 1973770",C12H16N2O2,220.121,ZAKGCZIEMAQLGD-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,199586,199586,,,202.11044,True
CN(C)C(=O)CNC(=O)c1ccccc1O,2.0,0,0,0,0,1,0,0,0,0,0,0,"PubChem, PubChem Lite","Salicylamide, N-((dimethylcarbamoyl)methyl)-",C11H14N2O3,222.1,HEGMSFIETIBFLS-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,199587,199587,,,204.08944,True
CN(C)C(=O)CNC(=O)c1ccccc1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Benzamide, N-((dimethylcarbamoyl)methyl)-",C11H14N2O2,206.106,KZKWBIDJHRIRRI-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,199592,199592,,,188.09544,True
CN(C)c1cnccn1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Pyrazine, 2-dimethylamino-, hydrochloride, 2-Dimethylaminopyrazine hydrochloride",C6H10ClN3,159.056,FCALRFRYVSFUAQ-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,199885,23483,,,141.04544,True
CCCC[P+](CCCC)(CCCC)Cc1ccccc1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Phosphonium, benzyltributyl-, chloride, 1224-56-2",C19H34ClP,328.209,WCHPXAFAEZGCMB-UHFFFAOYSA-M,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,200231,200232,,,310.19844,True
CS(=O)(=O)CCCO,,0,0,0,1,0,0,0,0,0,0,0,"PubChem, PubChem Lite","3-(Methylsulfonyl)propan-1-ol, 2058-49-3",C4H10O3S,138.035,XPXXXQZNUQAFQY-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,200424,200424,,,120.02444,True
CCCCN1CCNC(=O)C1=O,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","2,3-Piperazinedione, 1-butyl-, 1-butylpiperazine-2,3-dione",C8H14N2O2,170.106,WKOPXCHXDQPBAO-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,200627,200627,,,152.09544,True
CC(C)C(CO)CO,39.0,0,0,0,2,0,0,0,0,0,0,0,"PubChem, PubChem Lite","2-Isopropylpropane-1,3-diol, 2-ISOPROPYLPROPANE-1,3-DIOL",C6H14O2,118.099,VVOISBSEMFDYNE-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,200734,200734,,,100.08844,True
CCCC(CCC)C(=O)N(C(C)C)C(C)C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Valeramide, N,N-diisopropyl-2-propyl-, N,N-Diisopropyl-2-propylvaleramide",C14H29NO,227.225,KKUPUFSKTUODSJ-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,200759,200759,,,209.21444,True
CCCC(CCC)C(=O)N1CCOCC1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Morpholine, 4-(2-propylvaleryl)-",C12H23NO2,213.173,WYVZWVFPJVYLOD-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,200760,200760,,,195.16244,True
CCCC(CCC)C(=O)NC(C)C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Valeramide, N-isopropyl-2-propyl-",C11H23NO,185.178,HSMGNNHHVRFKHL-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,200920,200920,,,167.16744,True
CCCCNC(=O)C(CCC)CCC,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Valeramide, N-butyl-2-propyl-",C12H25NO,199.194,XENQEFYNRCVZDN-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,200921,200921,,,181.18344,True
CCCC(CCC)C(=O)N(CCC)CCC,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Valeramide, N,N,2-tripropyl-",C14H29NO,227.225,VXOHMBHHIUTXKU-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,201025,201025,,,209.21444,True
CCCC(CCC)C(=O)N1CCCCC1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Piperidine, 1-(2-propylvaleryl)-",C13H25NO,211.194,OQQCTKXMRYGFFX-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,201026,201026,,,193.18344,True
C[N+](C)(C)CCC(=O)c1ccccc1,,0,0,0,0,0,0,0,0,0,1,0,"PubChem, PubChem Lite",(2-Benzoylethyl)trimethylammonium iodide,C12H18INO,319.043,GLKZEYDFHOFHIO-UHFFFAOYSA-M,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,201264,152676,,,301.03244,True
COC(=O)C(C(=O)OC)C(F)(F)F,773.0,0,0,0,0,0,0,0,2,0,0,0,"PubChem, PubChem Lite",Dimethyl(trifluoromethyl)malonate,C6H7F3O4,200.03,ICCFDUWNCARZAE-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,201364,201364,,,182.01944,True
